POSTCODE,TOTAL_HOUSEHOLD_COUNT,STATE,DOMINANT_MOSAIC_GROUP,DOMINANT_MOSAIC_TYPE,MOSAIC_GROUP_A,MOSAIC_GROUP_B,MOSAIC_GROUP_C,MOSAIC_GROUP_D,MOSAIC_GROUP_E,MOSAIC_GROUP_F,MOSAIC_GROUP_G,MOSAIC_GROUP_H,MOSAIC_GROUP_I,MOSAIC_GROUP_J,MOSAIC_GROUP_K,MOSAIC_GROUP_L,MOSAIC_GROUP_M,MOSAIC_GROUP_N,MOSAIC_TYPE_A01,MOSAIC_TYPE_A02,MOSAIC_TYPE_A03,MOSAIC_TYPE_A04,MOSAIC_TYPE_B05,MOSAIC_TYPE_B06,MOSAIC_TYPE_B07,MOSAIC_TYPE_C08,MOSAIC_TYPE_C09,MOSAIC_TYPE_C10,MOSAIC_TYPE_D11,MOSAIC_TYPE_D12,MOSAIC_TYPE_D13,MOSAIC_TYPE_E14,MOSAIC_TYPE_E15,MOSAIC_TYPE_E16,MOSAIC_TYPE_F17,MOSAIC_TYPE_F18,MOSAIC_TYPE_F19,MOSAIC_TYPE_F20,MOSAIC_TYPE_G21,MOSAIC_TYPE_G22,MOSAIC_TYPE_G23,MOSAIC_TYPE_G24,MOSAIC_TYPE_H25,MOSAIC_TYPE_H26,MOSAIC_TYPE_H27,MOSAIC_TYPE_I28,MOSAIC_TYPE_I29,MOSAIC_TYPE_I30,MOSAIC_TYPE_J31,MOSAIC_TYPE_J32,MOSAIC_TYPE_J33,MOSAIC_TYPE_J34,MOSAIC_TYPE_J35,MOSAIC_TYPE_K36,MOSAIC_TYPE_K37,MOSAIC_TYPE_K38,MOSAIC_TYPE_K39,MOSAIC_TYPE_K40,MOSAIC_TYPE_L41,MOSAIC_TYPE_L42,MOSAIC_TYPE_L43,MOSAIC_TYPE_L44,MOSAIC_TYPE_M45,MOSAIC_TYPE_M46,MOSAIC_TYPE_M47,MOSAIC_TYPE_M48,MOSAIC_TYPE_N49,MOSAIC_TYPE_N50,MOSAIC_TYPE_N51,MOSAIC_TYPE_N52
5035,2924,SA,I,I28,50,193,151,256,348,20,549,8,907,58,0,0,65,319,12,38,0,0,121,0,72,0,72,79,0,256,0,0,1,347,20,0,0,0,0,344,205,0,0,0,8,682,104,121,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,4,0,161,154
5037,5074,SA,G,G23,40,90,277,177,160,500,1771,12,903,483,0,0,168,493,12,15,0,13,90,0,0,5,172,100,0,177,0,0,0,160,425,0,74,1,28,663,1073,7,0,0,12,607,107,189,462,10,11,0,0,0,0,0,0,0,0,0,0,0,42,120,5,1,0,0,273,220
5038,7818,SA,G,I28,0,127,403,202,359,743,2286,12,2256,791,0,0,164,475,0,0,0,0,87,0,40,0,312,91,0,202,0,0,0,359,689,0,1,53,2,1034,1169,81,0,0,12,1478,292,486,663,127,1,0,0,0,0,0,0,0,0,0,0,0,26,75,9,54,2,9,210,254
5039,3875,SA,I,C09,46,66,692,275,126,317,614,51,769,380,0,0,127,412,0,46,0,0,66,0,0,55,538,99,0,275,0,1,43,82,317,0,0,0,3,196,399,16,0,0,51,474,174,121,345,17,18,0,0,0,0,0,0,0,0,0,0,0,41,63,0,23,1,0,92,319
5040,1030,SA,M,N52,176,0,130,202,0,21,0,0,41,81,0,0,205,174,8,0,0,168,0,0,0,0,75,55,0,108,94,0,0,0,21,0,0,0,0,0,0,0,0,0,0,39,2,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,0,124,0,0,0,174
5041,5207,SA,D,D12,825,116,999,1420,62,210,129,0,713,283,1,3,340,106,79,614,104,28,96,0,20,125,716,158,77,1234,109,0,0,62,205,0,5,0,0,70,59,0,0,0,0,323,231,159,234,23,26,0,0,0,0,0,0,1,0,3,0,0,73,241,4,22,19,8,25,54
5042,4948,SA,G,G23,56,0,157,286,330,537,1718,3,647,808,0,0,88,318,0,0,1,55,0,0,0,0,147,10,1,285,0,0,61,269,507,0,0,30,0,721,917,80,0,0,3,290,169,188,639,58,111,0,0,0,0,0,0,0,0,0,0,0,9,77,0,2,0,0,245,73
5043,8949,SA,J,J31,0,0,198,200,410,881,1572,146,1859,1879,3,0,337,1464,0,0,0,0,0,0,0,1,124,73,0,195,5,0,17,393,720,0,25,136,1,333,1202,36,1,44,101,734,432,693,1492,172,153,62,0,0,0,3,0,0,0,0,0,0,105,165,25,42,27,70,218,1149
5044,4905,SA,A,A04,1031,76,588,803,7,188,89,0,834,117,0,6,713,453,85,65,24,857,69,0,7,36,465,87,57,715,31,0,0,7,188,0,0,0,0,82,7,0,0,0,0,287,322,225,75,0,0,42,0,0,0,0,0,0,0,0,0,6,153,381,10,169,9,0,365,79
5045,8701,SA,I,I30,1710,226,671,372,46,158,537,23,3029,75,2,20,1228,604,181,133,8,1388,50,56,120,81,508,82,3,327,42,0,0,46,157,0,1,0,0,238,299,0,0,23,0,855,769,1405,40,19,0,16,0,0,0,0,0,2,0,0,0,20,66,499,3,660,305,25,191,83
5046,4217,SA,I,I28,30,0,292,209,47,457,599,2,1225,357,0,0,424,575,0,3,0,27,0,0,0,0,264,28,30,144,35,0,1,46,453,0,0,4,0,40,501,58,0,2,0,537,331,357,310,36,11,0,0,0,0,0,0,0,0,0,0,0,68,303,5,48,136,15,8,416
5047,3459,SA,J,J31,34,30,122,106,40,567,623,73,227,1108,0,41,272,216,0,32,2,0,28,0,2,0,113,9,55,10,41,0,3,37,462,0,52,53,0,21,590,12,32,23,18,81,146,0,803,99,158,4,44,0,0,0,0,0,0,0,0,41,147,125,0,0,0,0,0,216
5048,6454,SA,M,M46,1118,10,593,400,3,490,59,46,1033,496,0,8,1850,348,99,223,3,793,10,0,0,40,527,26,47,334,19,0,0,3,452,0,38,0,0,0,59,0,0,0,46,399,560,74,289,142,62,3,0,0,0,0,0,0,0,0,0,8,305,908,41,596,77,11,231,29
5049,4223,SA,M,A04,899,7,519,741,6,389,1,10,334,62,1,63,1151,40,0,2,318,579,7,0,0,0,499,20,117,195,429,6,0,0,326,0,63,0,0,0,1,0,0,10,0,38,253,43,39,6,0,17,0,0,0,0,0,1,0,31,0,32,487,559,39,66,40,0,0,0
5050,2189,SA,D,D12,282,0,313,705,0,135,26,0,85,0,0,38,534,71,0,20,85,177,0,0,0,0,190,123,84,421,200,0,0,0,135,0,0,0,0,0,26,0,0,0,0,29,46,10,0,0,0,0,0,0,0,0,0,0,0,38,0,0,186,263,0,85,0,0,71,0
5051,5693,SA,D,D13,948,0,1371,1936,36,140,0,0,187,17,25,123,728,182,0,71,787,90,0,0,0,537,815,19,460,148,1328,36,0,0,94,4,42,0,0,0,0,0,0,0,0,32,115,40,6,0,0,11,0,0,0,0,6,19,3,72,0,48,196,417,38,77,137,0,12,33
5052,2494,SA,A,A03,875,1,368,766,0,0,0,0,10,0,0,22,307,145,0,253,510,112,1,0,0,76,292,0,115,238,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,80,146,0,81,0,0,145,0
5061,4234,SA,A,A02,1742,846,143,524,14,0,179,0,662,12,0,0,39,73,620,680,0,442,664,79,103,9,96,38,0,524,0,0,0,14,0,0,0,0,16,133,30,0,0,0,0,528,59,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,73
5062,5981,SA,A,D12,2172,189,796,1370,16,98,11,0,743,139,0,0,379,68,419,918,459,376,167,0,22,58,488,250,9,1361,0,0,0,16,98,0,0,0,0,0,11,0,0,0,0,275,353,115,74,65,0,0,0,0,0,0,0,0,0,0,0,0,13,344,0,22,68,0,0,0
5063,5464,SA,I,I28,811,857,592,915,177,39,214,0,1245,147,0,0,221,246,129,408,1,273,617,91,149,33,279,280,0,915,0,0,0,177,39,0,0,0,28,147,39,0,0,0,0,997,131,117,113,34,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,181,0,0,53,193
5064,3803,SA,A,A02,1728,117,546,709,47,11,0,0,172,34,0,0,209,230,518,793,174,243,92,0,25,52,114,380,0,690,19,0,0,47,11,0,0,0,0,0,0,0,0,0,0,110,40,22,31,3,0,0,0,0,0,0,0,0,0,0,0,0,3,66,0,140,50,0,180,0
5065,4816,SA,A,D12,1249,588,663,951,257,38,108,0,582,49,0,0,38,293,447,445,8,349,219,0,369,68,177,418,0,951,0,0,3,254,37,0,1,0,0,57,51,0,0,0,0,337,86,159,12,0,37,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,203,90
5066,4701,SA,A,A02,2630,117,555,1094,56,25,2,0,81,0,0,0,103,38,639,1359,263,369,103,3,11,149,226,180,35,1055,4,0,0,56,25,0,0,0,0,0,2,0,0,0,0,58,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,0,32,14,0,24,0
5067,5359,SA,I,I28,755,971,166,482,119,12,675,0,1725,3,0,0,55,396,177,136,1,441,359,210,402,1,27,138,0,482,0,0,0,119,12,0,0,0,13,258,310,94,0,0,0,1323,73,329,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,52,5,14,70,307
5068,5504,SA,I,D12,1000,299,645,1151,148,46,207,0,1292,201,0,0,142,373,281,253,19,447,240,1,58,21,258,366,0,1151,0,0,0,148,46,0,0,0,0,82,120,5,0,0,0,733,208,351,186,15,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,56,31,8,222,112
5069,3656,SA,A,I28,735,638,318,605,68,30,156,3,729,89,0,13,22,250,340,320,0,75,407,1,230,77,64,177,0,605,0,0,0,68,30,0,0,0,3,88,65,0,0,0,3,616,64,49,82,7,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,21,15,1,88,146
5070,7560,SA,I,I28,315,344,657,849,329,134,712,29,2679,415,0,0,268,829,137,117,3,58,166,8,170,51,220,386,0,849,0,0,15,314,96,0,0,38,12,181,512,7,0,0,29,1634,196,849,385,2,22,6,0,0,0,0,0,0,0,0,0,0,20,166,0,82,46,12,542,229
5072,6134,SA,I,D12,971,36,1036,1019,285,524,289,0,1052,185,0,2,290,445,150,233,274,314,36,0,0,108,399,529,0,917,102,0,20,265,524,0,0,0,33,111,143,2,0,0,0,660,202,190,157,5,23,0,0,0,0,0,0,0,0,2,0,0,39,232,0,19,19,0,256,170
5073,7380,SA,C,C10,357,6,1700,956,180,841,497,129,1212,564,0,43,559,336,86,135,125,11,6,0,0,200,523,977,24,822,110,0,9,171,773,0,0,68,0,109,388,0,0,0,129,873,99,240,466,10,88,0,0,0,0,0,0,0,0,0,0,43,34,522,3,0,0,5,86,245
5074,6725,SA,J,J31,62,0,431,163,482,680,726,434,1067,1799,0,57,368,456,0,0,0,62,0,0,0,7,88,336,0,163,0,0,115,367,435,0,32,213,0,78,648,0,22,14,398,729,164,174,1623,60,116,0,0,0,0,0,0,0,0,0,0,57,65,244,0,59,24,1,265,166
5075,4857,SA,M,J31,66,0,342,554,16,821,524,64,295,873,0,93,951,258,0,3,17,46,0,0,0,0,110,232,117,375,62,0,0,16,776,0,1,44,0,23,467,34,0,20,44,90,174,31,812,33,28,0,0,0,0,0,0,0,0,6,0,87,403,433,12,103,70,0,86,102
5076,3897,SA,D,F17,245,0,377,1028,14,815,0,14,160,131,0,137,970,6,0,52,168,25,0,0,0,44,221,112,325,401,302,12,1,1,716,0,88,11,0,0,0,0,0,0,14,57,103,0,126,5,0,0,0,0,0,0,0,0,0,70,0,67,463,472,0,35,6,0,0,0
5081,4548,SA,A,D12,1404,274,244,819,207,17,434,0,832,7,0,0,116,194,420,472,0,512,110,34,130,65,74,105,0,819,0,0,0,207,17,0,0,0,0,315,119,0,0,0,0,598,48,186,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,88,1,0,0,193
5082,7018,SA,D,D12,331,492,814,1612,397,535,1022,27,1496,102,0,0,114,76,196,109,0,26,348,9,135,208,396,210,0,1612,0,0,11,386,495,0,40,0,124,458,440,0,0,5,22,1092,195,209,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,96,0,18,0,0,0,76
5083,3346,SA,I,I28,43,59,296,530,259,260,463,24,985,266,0,0,99,62,0,43,0,0,13,0,46,68,206,22,2,528,0,0,7,252,260,0,0,0,0,107,356,0,19,5,0,607,144,234,228,5,33,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,13,3,0,46
5084,4429,SA,J,J33,0,0,2,0,108,893,692,697,53,1840,0,0,0,144,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,108,21,0,0,872,0,95,552,45,15,130,552,11,20,22,219,1,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
5085,9554,SA,E,E16,0,98,691,194,2483,1077,1380,991,538,1681,0,0,2,419,0,0,0,0,0,0,98,224,320,147,0,194,0,0,880,1603,591,0,8,478,95,457,828,0,373,54,564,305,79,154,1170,0,511,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,159,259
5086,6471,SA,J,J31,7,42,257,163,1166,1321,312,361,504,1708,0,0,152,478,0,0,7,0,42,0,0,17,94,146,51,112,0,0,381,785,1080,0,38,203,0,43,269,0,55,68,238,286,108,110,1642,10,56,0,0,0,0,0,0,0,0,0,0,0,81,33,0,38,20,27,88,343
5087,5072,SA,I,E16,0,36,91,166,1097,463,495,171,1300,956,24,0,91,182,0,0,0,0,0,0,36,0,29,62,24,142,0,0,87,1010,451,0,0,12,0,139,356,0,22,0,149,960,75,265,846,25,85,0,0,0,0,0,0,24,0,0,0,0,62,22,0,7,1,4,0,177
5088,1528,SA,J,J31,0,0,12,0,123,137,110,186,148,751,0,0,0,61,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,110,100,0,0,37,0,15,95,0,73,27,86,15,49,84,616,28,91,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,50
5089,2581,SA,D,D11,210,0,225,749,0,396,5,6,172,105,2,35,676,0,0,39,160,11,0,0,0,14,166,45,530,35,184,0,0,0,244,1,151,0,0,0,5,0,0,0,6,37,135,0,80,24,0,1,0,0,2,0,0,0,0,34,0,1,418,223,13,22,0,0,0,0
5090,3513,SA,N,N51,0,0,33,143,34,664,35,140,407,669,37,75,564,712,0,0,0,0,0,0,0,0,32,1,92,0,51,0,13,21,444,39,181,0,0,29,6,0,34,44,62,3,319,85,513,121,0,35,0,0,6,0,25,6,2,50,0,23,392,39,130,3,45,0,666,1
5091,3101,SA,M,M45,23,0,51,522,14,688,1,0,254,204,26,216,1058,44,0,0,0,23,0,0,0,0,51,0,202,0,320,14,0,0,125,134,429,0,0,0,1,0,0,0,0,3,235,16,86,73,0,45,0,0,7,0,0,19,40,90,0,86,793,42,133,90,44,0,0,0
5092,7441,SA,J,M45,0,0,121,218,247,1469,216,509,736,1895,3,71,1621,335,0,0,0,0,0,0,0,0,116,5,136,8,74,3,84,160,1249,9,178,33,0,68,148,0,128,165,216,22,519,195,1456,303,75,61,0,0,1,0,0,2,10,15,0,46,1481,77,16,47,34,60,203,38
5093,3905,SA,J,J31,0,0,35,2,74,713,154,396,254,1767,2,4,345,159,0,0,0,0,0,0,0,0,2,33,0,0,2,0,72,2,604,0,22,87,0,5,149,0,29,185,182,3,228,23,1376,286,83,22,0,0,1,0,1,0,0,0,0,4,285,53,7,0,0,52,34,73
5094,327,SA,J,H27,0,0,0,0,0,39,0,79,53,114,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,0,0,0,0,0,0,79,1,43,9,72,0,30,12,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
5095,8833,SA,J,J31,61,0,452,307,1678,1436,1412,924,371,1838,0,24,100,230,22,37,2,0,0,0,0,211,195,46,211,95,1,81,1062,535,936,0,122,378,0,996,245,171,502,86,336,22,269,80,1376,133,290,39,0,0,0,0,0,0,0,0,0,24,79,3,0,18,38,74,57,61
5096,5628,SA,J,J31,54,0,7,696,8,480,2,1468,374,1811,44,93,372,219,0,0,54,0,0,0,0,0,5,2,577,0,119,3,0,5,228,4,125,123,0,0,2,0,148,767,553,0,247,127,948,547,124,174,18,3,0,0,20,21,30,3,0,60,324,17,3,28,25,90,0,104
5097,5628,SA,M,M45,0,0,117,288,80,1095,2,105,869,700,86,206,1811,269,0,0,0,0,0,0,0,0,115,2,233,0,55,68,0,12,677,81,337,0,0,0,2,0,47,40,18,1,853,15,366,229,0,105,0,0,54,0,15,17,29,51,0,126,1494,139,160,18,73,1,180,15
5098,5545,SA,J,J31,0,0,153,214,2,950,81,662,241,2526,22,0,315,379,0,0,0,0,0,0,0,26,126,1,183,31,0,2,0,0,689,1,0,260,0,0,81,0,67,247,348,1,185,55,2018,207,267,34,0,0,0,0,21,1,0,0,0,0,269,22,24,0,0,0,317,62
5107,6903,SA,J,F20,0,0,1,6,785,1641,14,1724,12,2264,36,3,31,386,0,0,0,0,0,0,0,0,0,1,6,0,0,0,785,0,216,40,83,1302,0,0,14,0,192,573,959,0,12,0,1012,316,875,35,26,0,2,1,33,0,0,3,0,0,21,10,0,0,0,10,251,125
5108,17310,SA,J,J33,0,0,6,48,282,1766,30,5067,165,8398,455,13,200,880,0,0,0,0,0,0,0,0,0,6,48,0,0,0,282,0,33,263,16,1454,0,1,1,28,675,3177,1215,0,64,101,1596,971,5080,637,114,0,35,83,326,11,0,0,0,13,193,0,7,0,135,342,168,235
5109,8734,SA,J,J31,15,0,4,469,64,601,39,1636,516,3601,440,87,648,614,0,0,15,0,0,0,0,0,4,0,296,0,173,64,0,0,115,131,155,200,0,0,0,39,76,1086,474,0,498,18,1435,824,994,332,16,0,168,16,144,112,46,4,0,37,524,28,96,0,78,192,256,88
5110,3137,SA,H,H26,0,0,0,62,168,575,0,1489,18,304,85,286,49,101,0,0,0,0,0,0,0,0,0,0,62,0,0,44,124,0,17,338,30,190,0,0,0,0,531,538,420,0,18,0,46,44,158,31,25,0,33,0,0,52,0,200,10,76,10,0,37,2,1,100,0,0
5111,8,SA,K,K38,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,8884,SA,J,J33,0,0,0,139,145,621,0,793,170,5414,319,8,367,908,0,0,0,0,0,0,0,0,0,0,108,0,31,145,0,0,35,330,217,39,0,0,0,0,64,381,348,0,126,44,63,387,3070,936,958,0,149,2,168,0,7,0,0,1,358,9,0,0,33,594,264,17
5113,8751,SA,J,J35,0,0,0,0,0,0,0,1763,0,6033,356,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1488,189,0,0,0,31,555,1412,1772,2263,0,31,106,201,18,0,0,0,0,0,0,0,0,37,555,0,7
5114,14758,SA,H,H26,149,0,0,720,195,1683,2,7326,193,2713,862,239,539,137,0,0,149,0,0,0,0,0,0,0,433,0,287,163,32,0,13,1388,248,34,0,0,2,0,2603,4632,91,0,165,28,184,579,405,596,949,2,531,5,288,36,64,107,1,67,490,0,48,1,0,122,13,2
5115,6589,SA,H,H25,0,0,0,107,36,185,1,4607,49,887,156,38,481,42,0,0,0,0,0,0,0,0,0,0,85,0,22,36,0,0,0,155,30,0,0,0,1,0,2541,2066,0,0,49,0,386,105,1,164,231,2,52,0,102,0,26,12,0,0,391,73,17,0,8,34,0,0
5116,4647,SA,H,H26,6,0,0,44,73,923,0,1439,45,814,545,51,375,332,0,0,6,0,0,0,0,0,0,0,14,0,30,73,0,0,31,769,123,0,0,0,0,0,500,939,0,0,45,0,5,167,0,488,154,2,194,22,321,6,37,3,0,11,186,1,188,0,35,98,199,0
5117,3231,SA,E,E14,10,0,0,657,2120,27,0,109,0,0,15,155,8,130,0,0,10,0,0,0,0,0,0,0,632,0,25,2120,0,0,0,0,27,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,46,40,0,69,0,6,2,0,0,0,130,0
5118,8554,SA,K,K37,54,0,0,908,549,747,10,220,205,1096,1814,1077,1001,873,0,0,54,0,0,0,0,0,0,0,538,0,370,549,0,0,6,643,98,0,0,0,10,0,39,181,0,0,205,0,1,395,0,485,215,0,858,109,609,238,574,267,2,234,638,19,332,12,205,460,208,0
5120,1435,SA,E,E14,0,0,0,132,842,43,0,30,0,17,19,238,59,55,0,0,0,0,0,0,0,0,0,0,107,0,25,842,0,0,2,10,31,0,0,0,0,0,9,3,18,0,0,0,0,2,1,0,14,12,0,0,6,1,130,47,41,20,43,0,5,11,0,54,0,1
5121,1374,SA,H,H25,0,0,0,20,0,56,0,711,0,32,2,180,125,248,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,26,0,30,0,0,0,0,644,67,0,0,0,0,0,32,0,0,0,0,2,0,0,0,5,154,18,3,59,1,63,2,0,0,248,0
5125,7883,SA,D,D11,290,0,99,2131,284,1334,0,241,506,841,89,50,1503,515,0,88,198,4,0,0,0,59,25,15,1617,1,513,284,0,0,535,297,502,0,0,0,0,0,15,215,11,0,506,0,495,250,0,96,0,0,12,0,55,22,13,27,0,10,1081,204,167,51,35,104,349,27
5126,2879,SA,M,M45,0,0,8,365,53,864,0,40,179,253,40,101,976,0,0,0,0,0,0,0,0,0,8,0,238,0,127,53,0,0,364,227,273,0,0,0,0,0,32,8,0,0,179,0,99,154,0,0,0,0,22,1,17,0,42,7,0,52,915,11,50,0,0,0,0,0
5127,3129,SA,M,M45,45,0,36,644,38,552,0,44,349,452,29,38,832,70,0,0,23,22,0,0,0,0,36,0,383,19,242,38,0,0,437,25,90,0,0,0,0,0,14,30,0,1,326,22,402,22,0,28,0,0,0,0,0,29,9,4,0,25,638,148,17,29,4,36,18,12
5131,444,SA,D,D13,56,0,0,339,0,0,0,0,0,0,0,49,0,0,0,0,56,0,0,0,0,0,0,0,8,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0
5132,169,SA,D,D13,0,0,0,150,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,14,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,2,0,0,0,0,0,0
5133,137,SA,D,D13,33,0,0,94,0,0,0,0,0,0,0,9,1,0,0,0,33,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0
5134,122,SA,M,M46,0,0,0,31,0,0,0,0,0,0,0,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,48,0,0,0,0,0,0
5136,231,SA,D,D13,1,0,1,226,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
5137,235,SA,D,D13,64,0,0,98,0,0,0,0,0,0,0,73,0,0,0,0,64,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,2,0,0,0,0,0,0,0,0
5138,163,SA,D,D13,0,0,0,161,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5139,155,SA,D,D13,42,0,1,59,0,0,0,0,0,0,0,52,1,0,0,0,42,0,0,0,0,0,1,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,41,1,0,0,0,0,0,0,0
5140,164,SA,D,D13,14,0,7,143,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0,55,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,298,SA,D,D13,101,0,0,180,0,0,0,0,0,0,0,7,10,0,0,0,101,0,0,0,0,0,0,0,22,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0
5142,281,SA,D,D13,20,0,0,195,0,0,0,0,0,0,0,46,20,0,0,0,20,0,0,0,0,0,0,0,4,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,15,2,18,0,0,0,0,0,0
5144,225,SA,A,L42,87,0,0,66,0,0,0,0,0,0,1,70,1,0,0,0,30,57,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,68,0,0,0,1,0,0,0,0,0,0
5150,25,SA,D,D13,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,156,SA,A,A03,103,0,45,8,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,45,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,2524,SA,A,A03,1250,3,181,826,0,16,0,0,2,0,0,28,137,81,29,121,903,197,3,0,0,0,181,0,28,102,696,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,70,1,65,0,0,81,0
5153,2621,SA,L,D13,546,0,40,829,1,129,0,0,0,0,42,897,137,0,0,0,544,2,0,0,0,0,40,0,13,0,816,1,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,121,668,2,106,103,0,34,0,0,0,0,0
5154,1276,SA,A,A03,920,0,32,308,0,6,0,0,0,0,0,4,6,0,3,57,816,44,0,0,0,0,32,0,64,43,201,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0
5155,1633,SA,D,D13,181,0,328,492,55,173,0,0,50,0,0,57,287,10,0,0,181,0,0,0,0,0,328,0,0,9,483,55,0,0,0,0,173,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,15,8,0,34,148,138,1,0,10,0,0,0
5156,375,SA,D,D13,113,0,0,201,48,0,0,0,0,0,0,5,8,0,0,1,112,0,0,0,0,0,0,0,0,0,201,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,8,0,0,0,0,0,0,0
5157,1315,SA,L,D13,147,0,0,554,0,0,0,0,0,0,0,581,33,0,0,0,147,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,518,7,30,26,7,0,0,0,0,0,0
